year,st,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1978,21,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,21,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,21,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,21,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,21,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,21,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,21,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,21,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,21,l) Left Censored,40128,48749,857669,842291,2059,4.101,4984,9.926,138810,25569,113241,3.036,16.48,108467,37035,71432,4.397,12.878,30343,3.602,25.755,3309,3364,16432
1978,22,a) 0,8639,8736,51672,25836,8736,200,X,X,51672,51672,X,200,200,X,X,X,X,X,51672,200,X,X,X,X
1978,22,b) 1,6013,6154,42468,42103,68,0.939,2240,30.939,14849,546,14303,1.297,35.268,13983,9324,4659,22.146,33.211,866,2.057,66.423,1831,1835,7682
1978,22,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,22,l) Left Censored,46586,57881,1079861,1040753,2277,3.818,5787,9.704,214981,36591,178390,3.516,20.656,135980,45889,90091,4.409,13.066,79001,7.591,26.131,3878,3937,20616
1978,23,a) 0,2616,2651,11113,5557,2651,200,X,X,11113,11113,X,200,200,X,X,X,X,X,11113,200,X,X,X,X
1978,23,b) 1,1868,1883,9090,8992,7,0.322,589,27.093,2668,33,2635,0.367,29.671,2440,1569,871,17.449,27.135,228,2.536,54.27,464,466,1291
1978,23,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,23,l) Left Censored,15349,18113,294009,287740,688,3.69,1748,9.376,44555,8051,36504,2.798,15.484,31931,10896,21035,3.787,11.097,12624,4.387,22.194,1187,1203,5709
1978,24,a) 0,6859,6974,34924,17462,6974,200,X,X,34924,34924,X,200,200,X,X,X,X,X,34924,200,X,X,X,X
1978,24,b) 1,5507,5643,37424,35925,80,1.244,1656,25.75,13321,907,12414,2.525,37.081,10199,6573,3626,18.297,28.39,3122,8.69,56.78,1317,1323,5265
1978,24,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,24,l) Left Censored,47148,58361,1121458,1103926,2319,3.865,5600,9.333,180234,34935,145299,3.165,16.327,144908,52796,92112,4.783,13.127,35326,3.2,26.253,3441,3531,22002
1978,25,a) 0,9637,9799,49942,24971,9799,200,X,X,49942,49942,X,200,200,X,X,X,X,X,49942,200,X,X,X,X
1978,25,b) 1,7569,7748,55455,54314,102,1.163,2151,24.52,18053,1192,16861,2.195,33.239,15416,9604,5812,17.683,28.383,2637,4.855,56.767,1663,1668,7745
1978,25,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,25,l) Left Censored,78797,93741,1968182,1918034,3170,3.29,8394,8.712,319198,59360,259838,3.095,16.642,218880,85327,133553,4.449,11.412,100318,5.23,22.823,5323,5441,31859
1978,26,a) 0,15076,15317,81723,40862,15317,200,X,X,81723,81723,X,200,200,X,X,X,X,X,81723,200,X,X,X,X
1978,26,b) 1,11395,11745,77647,75495,148,1.103,3490,26.014,26548,1560,24988,2.066,35.165,21808,14855,6953,19.677,28.887,4740,6.279,57.773,2701,2733,12013
1978,26,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,26,l) Left Censored,100881,125239,2801390,2729260,5016,3.896,12019,9.336,438121,76310,361811,2.796,16.053,293400,121925,171475,4.467,10.75,144721,5.303,21.5,7682,7835,48606
1978,27,a) 0,8376,8518,44568,22284,8518,200,X,X,44568,44568,X,200,200,X,X,X,X,X,44568,200,X,X,X,X
1978,27,b) 1,6364,6541,42763,42088,91,1.23,1809,24.446,14450,781,13669,1.856,34.333,12900,7904,4996,18.78,30.65,1550,3.683,61.3,1429,1450,6610
1978,27,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,27,l) Left Censored,53246,65008,1289272,1242116,2470,3.702,5882,8.817,231922,36419,195503,2.932,18.672,138174,51496,86678,4.146,11.124,93748,7.547,22.248,3889,3944,20938
1978,28,a) 0,4915,4955,25229,12615,4955,200,X,X,25229,25229,X,200,200,X,X,X,X,X,25229,200,X,X,X,X
1978,28,b) 1,3575,3639,21088,21297,38,0.885,1351,31.452,7286,398,6888,1.869,34.212,7614,5155,2459,24.206,35.752,-328,-1.54,68.424,1093,1096,4287
1978,28,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,28,l) Left Censored,27418,33468,562390,551139,1463,4.232,3668,10.61,92140,17579,74561,3.19,16.718,69290,25520,43770,4.63,12.572,22850,4.146,25.144,2419,2440,12875
1978,29,a) 0,10263,10403,53128,26564,10403,200,X,X,53128,53128,X,200,200,X,X,X,X,X,53128,200,X,X,X,X
1978,29,b) 1,7542,7699,46406,46374,78,0.867,2680,29.778,16141,494,15647,1.065,34.806,15799,9992,5807,21.547,34.069,342,0.737,68.137,2153,2188,8422
1978,29,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,29,l) Left Censored,63390,78359,1484125,1449522,3245,4.014,8195,10.138,245408,43562,201846,3.005,16.93,175721,62499,113222,4.312,12.123,69687,4.808,24.245,5281,5389,28995
1978,30,a) 0,2697,2729,13083,6542,2729,200,X,X,13083,13083,X,200,200,X,X,X,X,X,13083,200,X,X,X,X
1978,30,b) 1,2053,2104,11739,11824,26,1.053,756,30.62,3647,157,3490,1.328,30.844,3713,2447,1266,20.695,31.402,-66,-0.558,61.688,574,576,1870
1978,30,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,30,l) Left Censored,12639,14996,173485,168502,622,4.024,1544,9.989,34526,3654,30872,2.169,20.49,24499,10917,13582,6.479,14.539,10027,5.951,29.079,1068,1072,5562
1978,31,a) 0,3517,3556,17808,8904,3556,200,X,X,17808,17808,X,200,200,X,X,X,X,X,17808,200,X,X,X,X
1978,31,b) 1,2920,2992,16682,17096,31,0.901,927,26.948,4803,281,4522,1.644,28.094,5551,3442,2109,20.133,32.47,-748,-4.375,56.189,726,739,2891
1978,31,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,31,l) Left Censored,24840,29564,425332,422665,1015,3.336,2741,9.008,61698,9439,52259,2.233,14.597,56142,20315,35827,4.806,13.283,5556,1.315,26.566,1910,1946,10895
1978,32,a) 0,2791,2822,20115,10058,2822,200,X,X,20115,20115,X,200,200,X,X,X,X,X,20115,200,X,X,X,X
1978,32,b) 1,1799,1840,15392,13706,25,1.164,639,29.762,7272,244,7028,1.78,53.059,3875,2530,1345,18.46,28.273,3397,24.786,56.547,511,512,2194
1978,32,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,32,l) Left Censored,10103,12008,253534,241860,663,5.357,1399,11.304,54418,8431,45987,3.486,22.5,31162,14019,17143,5.796,12.884,23256,9.615,25.769,908,920,8396
1978,33,a) 0,2455,2473,11288,5644,2473,200,X,X,11288,11288,X,200,200,X,X,X,X,X,11288,200,X,X,X,X
1978,33,b) 1,1797,1835,10089,10142,26,1.232,577,27.339,3294,128,3166,1.262,32.48,3266,2376,890,23.428,32.204,28,0.276,64.409,450,454,1735
1978,33,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,33,l) Left Censored,13374,15371,272906,262288,594,3.769,1369,8.687,48777,13408,35369,5.112,18.597,27880,9334,18546,3.559,10.63,20897,7.967,21.259,944,970,5018
1978,34,a) 0,14209,14327,65816,32911,14327,199.986,X,X,65816,65816,X,199.985,199.985,X,X,X,X,X,65810,199.967,X,X,X,X
1978,34,b) 1,11355,11490,66008,65385,77,0.579,3710,27.881,21777,683,21094,1.045,33.306,20037,13363,6674,20.438,30.645,1740,2.661,61.29,2786,2793,10476
1978,34,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,34,l) Left Censored,103879,121383,2303709,2277412,4675,3.746,11532,9.24,368076,69920,298156,3.07,16.162,314241,127021,187220,5.577,13.798,53835,2.364,27.596,7464,7552,55641
1978,35,a) 0,3799,3850,18893,9447,3850,200,X,X,18893,18893,X,200,200,X,X,X,X,X,18893,200,X,X,X,X
1978,35,b) 1,2570,2655,16450,16611,64,2.028,1066,33.777,5912,514,5398,3.094,35.591,6093,4412,1681,26.561,36.681,-181,-1.09,71.182,878,883,3584
1978,35,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,35,l) Left Censored,16035,19455,276856,269311,983,4.884,2323,11.543,57491,10218,47273,3.794,21.347,42766,18484,24282,6.863,15.88,14725,5.468,31.76,1571,1585,11682
1978,36,a) 0,33353,33601,152340,76176,33601,199.988,X,X,152340,152340,X,199.984,199.984,X,X,X,X,X,152327,199.967,X,X,X,X
1978,36,b) 1,26255,26697,160029,162224,214,0.69,8817,28.443,47831,2420,45411,1.492,29.485,51404,32918,18486,20.292,31.687,-3573,-2.203,58.969,6891,6920,26131
1978,36,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,36,l) Left Censored,254221,294486,5309926,5283727,9563,3.132,31335,10.261,794566,136872,657694,2.59,15.038,738699,281785,456914,5.333,13.981,55867,1.057,27.961,21828,22129,122939
1978,37,a) 0,11914,12023,55871,27936,12023,200,X,X,55871,55871,X,200,200,X,X,X,X,X,55871,200,X,X,X,X
1978,37,b) 1,8395,8630,54324,53947,124,1.223,3137,30.948,17225,1742,15483,3.229,31.929,16144,11405,4739,21.141,29.926,1081,2.004,59.851,2579,2591,9564
1978,37,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,37,l) Left Censored,68553,86820,1767751,1729415,3468,3.891,8099,9.086,261017,46567,214450,2.693,15.093,183636,60028,123608,3.471,10.618,77381,4.474,21.237,5176,5232,25424
1978,38,a) 0,1613,1622,7083,3542,1622,200,X,X,7083,7083,X,200,200,X,X,X,X,X,7083,200,X,X,X,X
1978,38,b) 1,1310,1337,7904,8020,15,0.972,429,27.785,2213,147,2066,1.833,27.595,2437,1604,833,20.001,30.388,-224,-2.793,55.19,342,342,1344
1978,38,c) 2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,38,d) 3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,38,e) 4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,38,f) 5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,38,g) 6 to 10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,38,h) 11 to 15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,38,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1978,38,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
